Valeurfonciere,Codepostal,Codedepartement,Surfacereellebati,Nombrepiecesprincipales,Typelocal_Appartement,Typelocal_Maison
370000.0,56400.0,56.0,122,3,1,0
145700.0,33290.0,33.0,62,3,1,0
116000.0,19100.0,19.0,104,4,1,0
295000.0,1210.0,1.0,67,3,1,0
416805.0,75017.0,75.0,35,2,1,0
555200.0,92140.0,92.0,91,4,1,0
531500.0,34200.0,34.0,138,3,1,0
128000.0,83200.0,83.0,68,4,1,0
237000.0,33400.0,33.0,53,2,1,0
147500.0,78350.0,78.0,23,1,1,0
123000.0,95110.0,95.0,32,2,1,0
175000.0,78360.0,78.0,33,2,1,0
73700.0,64320.0,64.0,57,3,1,0
100000.0,28000.0,28.0,50,2,1,0
205000.0,95160.0,95.0,84,4,1,0
387650.0,94130.0,94.0,72,3,1,0
355500.0,78700.0,78.0,56,4,0,1
155120.0,49100.0,49.0,64,3,1,0
213500.0,26000.0,26.0,92,4,1,0
162000.0,38100.0,38.0,83,4,1,0
174000.0,59150.0,59.0,67,3,1,0
197390.0,83320.0,83.0,38,2,1,0
136000.0,60520.0,60.0,50,2,1,0
200300.0,94100.0,94.0,31,2,1,0
42000.0,44000.0,44.0,16,1,1,0
188000.0,30240.0,30.0,38,1,1,0
105000.0,13011.0,13.0,45,3,1,0
135000.0,91590.0,91.0,43,1,1,0
238000.0,77600.0,77.0,63,3,1,0
290800.0,13006.0,13.0,83,4,1,0
172000.0,6500.0,6.0,38,1,1,0
318000.0,75018.0,75.0,31,2,1,0
54000.0,60140.0,60.0,34,2,1,0
105000.0,85000.0,85.0,56,2,1,0
113000.0,13002.0,13.0,29,1,1,0
110000.0,42420.0,42.0,83,4,1,0
767200.0,92600.0,92.0,104,4,1,0
168833.0,83430.0,83.0,54,3,1,0
38000.0,54250.0,54.0,53,3,1,0
109220.0,74250.0,74.0,38,2,1,0
183000.0,78390.0,78.0,52,3,1,0
232000.0,44100.0,44.0,44,3,1,0
488561.0,33120.0,33.0,73,3,1,0
260200.0,59800.0,59.0,58,2,1,0
86000.0,6420.0,6.0,24,1,1,0
61000.0,31100.0,31.0,21,1,1,0
202400.0,38100.0,38.0,98,5,1,0
21000.0,56100.0,56.0,70,3,1,0
124950.0,47000.0,47.0,70,2,1,0
136000.0,95320.0,95.0,47,1,1,0
54500.0,30100.0,30.0,54,2,1,0
78210.0,97227.0,972.0,28,1,1,0
79062.0,28300.0,28.0,60,2,1,0
92860.0,31000.0,31.0,19,1,1,0
133750.0,49100.0,49.0,47,3,1,0
200000.0,40130.0,40.0,44,2,1,0
392200.0,75014.0,75.0,28,3,1,0
127000.0,94600.0,94.0,33,2,1,0
65000.0,6250.0,6.0,15,1,1,0
85680.0,75019.0,75.0,21,1,1,0
550000.0,93170.0,93.0,77,4,0,1
70000.0,28500.0,28.0,47,2,1,0
227884.0,92300.0,92.0,22,1,1,0
261000.0,77240.0,77.0,109,5,0,1
117700.0,94500.0,94.0,35,2,1,0
214400.0,13012.0,13.0,64,3,1,0
225300.0,83500.0,83.0,69,3,1,0
197100.0,95180.0,95.0,56,3,1,0
79689.0,33600.0,33.0,33,2,1,0
105284.0,33400.0,33.0,21,1,1,0
179000.0,92120.0,92.0,21,1,1,0
94500.0,42170.0,42.0,50,2,1,0
50000.0,75020.0,75.0,12,1,1,0
80000.0,54000.0,54.0,66,4,1,0
126000.0,78550.0,78.0,79,3,1,0
106800.0,34080.0,34.0,70,3,1,0
1964000.0,75009.0,75.0,187,7,1,0
45000.0,77140.0,77.0,24,1,1,0
166347.0,34540.0,34.0,63,3,1,0
248000.0,92400.0,92.0,34,2,1,0
374611.0,78000.0,78.0,43,2,1,0
117500.0,56800.0,56.0,42,2,1,0
417000.0,92290.0,92.0,78,3,1,0
208500.0,6300.0,6.0,25,1,1,0
375500.0,18000.0,18.0,143,5,1,0
312000.0,92240.0,92.0,42,3,1,0
33000.0,72000.0,72.0,18,1,1,0
285000.0,64200.0,64.0,60,3,1,0
209000.0,26540.0,26.0,92,5,0,1
170000.0,95360.0,95.0,56,3,1,0
130000.0,82170.0,82.0,81,4,0,1
196000.0,78400.0,78.0,53,2,1,0
446010.0,92150.0,92.0,67,3,1,0
270000.0,92150.0,92.0,115,5,1,0
551594.0,75017.0,75.0,57,2,1,0
339000.0,95370.0,95.0,110,4,0,1
120000.0,93300.0,93.0,60,3,1,0
130000.0,22580.0,22.0,67,3,1,0
280500.0,13001.0,13.0,89,3,1,0
581990.0,75001.0,75.0,49,2,1,0
245220.0,93100.0,93.0,54,2,1,0
1364850.0,75016.0,75.0,100,3,1,0
159000.0,94170.0,94.0,38,2,1,0
140000.0,11370.0,11.0,36,3,1,0
192000.0,44800.0,44.0,62,3,1,0
251000.0,75011.0,75.0,30,2,1,0
456500.0,77100.0,77.0,30,2,1,0
86200.0,26000.0,26.0,58,3,1,0
287000.0,69005.0,69.0,97,5,1,0
450000.0,94170.0,94.0,44,3,0,1
104000.0,44000.0,44.0,30,1,1,0
120000.0,83200.0,83.0,41,2,1,0
54150.0,63140.0,63.0,47,3,1,0
119000.0,33720.0,33.0,58,3,1,0
659510.0,75018.0,75.0,40,1,1,0
104000.0,83000.0,83.0,45,3,1,0
105000.0,95440.0,95.0,24,1,1,0
320000.0,75019.0,75.0,34,1,1,0
190300.0,94320.0,94.0,61,4,1,0
95000.0,75014.0,75.0,31,3,1,0
51400.0,4260.0,4.0,26,1,1,0
485900.0,92250.0,92.0,79,3,1,0
344000.0,94420.0,94.0,96,4,1,0
243000.0,26120.0,26.0,106,4,0,1
118950.0,11560.0,11.0,35,2,0,1
99500.0,8000.0,8.0,104,4,1,0
424000.0,92000.0,92.0,78,3,1,0
218000.0,93120.0,93.0,82,4,1,0
410000.0,92250.0,92.0,51,2,1,0
214000.0,40220.0,40.0,90,4,1,0
7050000.0,75001.0,75.0,310,7,1,0
126000.0,97228.0,972.0,75,3,1,0
343000.0,59110.0,59.0,11,1,1,0
80100.0,31200.0,31.0,35,2,1,0
148000.0,11000.0,11.0,85,4,1,0
129870.0,33360.0,33.0,28,1,1,0
133000.0,78250.0,78.0,67,3,1,0
205000.0,92220.0,92.0,47,2,1,0
165682.0,75017.0,75.0,35,2,1,0
114961.0,77290.0,77.0,28,2,1,0
416050.0,95300.0,95.0,93,4,1,0
244000.0,92600.0,92.0,36,2,1,0
137700.0,14160.0,14.0,71,4,0,1
48000.0,25000.0,25.0,68,4,1,0
360500.0,94100.0,94.0,68,3,1,0
164180.0,33100.0,33.0,39,2,1,0
130000.0,83400.0,83.0,57,2,1,0
680950.0,75018.0,75.0,60,3,1,0
65550.0,42100.0,42.0,66,4,1,0
117700.0,49100.0,49.0,86,5,1,0
152000.0,83120.0,83.0,28,2,1,0
178977.0,33700.0,33.0,53,3,1,0
498000.0,92300.0,92.0,62,2,1,0
105050.0,38100.0,38.0,54,3,1,0
530000.0,92320.0,92.0,103,5,1,0
144500.0,77300.0,77.0,44,2,1,0
205000.0,40460.0,40.0,70,4,1,0
56000.0,42000.0,42.0,50,2,1,0
177000.0,94500.0,94.0,62,4,1,0
140000.0,95160.0,95.0,30,1,1,0
159200.0,6300.0,6.0,64,3,1,0
164000.0,95100.0,95.0,77,4,1,0
105980.0,91580.0,91.0,51,2,1,0
110750.0,83400.0,83.0,18,1,1,0
345000.0,92300.0,92.0,36,2,1,0
699000.0,33120.0,33.0,55,2,0,1
83000.0,75008.0,75.0,13,2,1,0
310000.0,97233.0,972.0,119,4,1,0
1600000.0,75017.0,75.0,112,5,1,0
241600.0,95310.0,95.0,67,3,0,1
209000.0,93130.0,93.0,64,3,1,0
131500.0,94310.0,94.0,68,4,1,0
105000.0,69006.0,69.0,17,1,1,0
166250.0,59170.0,59.0,98,3,1,0
100000.0,38190.0,38.0,37,2,1,0
224700.0,31000.0,31.0,48,2,1,0
27900.0,42100.0,42.0,48,2,1,0
346000.0,75015.0,75.0,27,2,1,0
90000.0,17120.0,17.0,60,3,0,1
59000.0,14100.0,14.0,63,3,1,0
210700.0,91640.0,91.0,45,1,1,0
222600.0,92500.0,92.0,47,2,1,0
126500.0,95100.0,95.0,41,2,1,0
117000.0,44250.0,44.0,34,1,1,0
124876.0,33400.0,33.0,45,2,1,0
222000.0,77700.0,77.0,66,3,1,0
108072.0,33150.0,33.0,72,4,1,0
252120.0,42340.0,42.0,90,4,0,1
27000.0,42300.0,42.0,25,1,1,0
257161.0,6550.0,6.0,62,3,1,0
256260.0,75017.0,75.0,27,1,1,0
353700.0,94700.0,94.0,59,3,1,0
475000.0,92800.0,92.0,65,3,1,0
117000.0,83100.0,83.0,67,4,1,0
53500.0,11430.0,11.0,20,1,1,0
189000.0,77600.0,77.0,48,2,1,0
171875.0,78700.0,78.0,40,2,1,0
138500.0,44800.0,44.0,72,4,1,0
117500.0,6190.0,6.0,32,1,1,0
650000.0,91400.0,91.0,179,5,0,1
75000.0,59300.0,59.0,73,3,1,0
326000.0,75012.0,75.0,35,2,1,0
246800.0,94130.0,94.0,46,2,1,0
86000.0,72000.0,72.0,66,4,1,0
131500.0,35700.0,35.0,39,2,1,0
110000.0,22360.0,22.0,61,3,0,1
355000.0,33700.0,33.0,109,4,0,1
210500.0,40150.0,40.0,42,3,1,0
194400.0,91860.0,91.0,60,3,0,1
127000.0,76430.0,76.0,66,4,1,0
152000.0,75017.0,75.0,15,1,1,0
442308.0,75006.0,75.0,35,2,1,0
190300.0,94450.0,94.0,58,3,1,0
72000.0,83100.0,83.0,47,2,1,0
1250000.0,77630.0,77.0,274,8,0,1
154000.0,88000.0,88.0,150,6,1,0
94340.0,6600.0,6.0,25,1,1,0
132610.0,54730.0,54.0,114,4,1,0
183000.0,78200.0,78.0,65,3,1,0
91000.0,32600.0,32.0,43,2,1,0
262000.0,1630.0,1.0,52,2,1,0
125200.0,38100.0,38.0,49,3,1,0
389000.0,92120.0,92.0,48,2,1,0
44000.0,2600.0,2.0,23,1,1,0
240000.0,69008.0,69.0,45,2,1,0
443120.0,75015.0,75.0,42,2,1,0
120000.0,11100.0,11.0,80,3,1,0
82700.0,65170.0,65.0,36,3,1,0
166000.0,34070.0,34.0,53,2,1,0
144320.0,13009.0,13.0,60,2,1,0
27000.0,22600.0,22.0,31,1,1,0
274441.0,94100.0,94.0,55,2,1,0
428000.0,78500.0,78.0,79,4,1,0
240295.0,69004.0,69.0,40,2,1,0
161577.0,94430.0,94.0,69,3,1,0
152280.0,42000.0,42.0,74,4,0,1
595000.0,75016.0,75.0,50,3,1,0
135000.0,97232.0,972.0,66,3,1,0
285000.0,94190.0,94.0,104,6,0,1
93200.0,84400.0,84.0,58,2,1,0
215000.0,95230.0,95.0,94,5,1,0
122480.0,31200.0,31.0,43,2,1,0
152000.0,76000.0,76.0,81,2,1,0
634600.0,75014.0,75.0,55,3,1,0
730000.0,94220.0,94.0,91,4,1,0
290000.0,83600.0,83.0,84,4,0,1
206290.0,91120.0,91.0,42,2,1,0
1420000.0,75018.0,75.0,109,5,1,0
315380.0,75006.0,75.0,16,1,1,0
195000.0,77420.0,77.0,50,2,1,0
193000.0,85160.0,85.0,96,4,1,0
178000.0,78390.0,78.0,66,4,1,0
280000.0,44100.0,44.0,64,3,1,0
201900.0,94170.0,94.0,38,2,1,0
235000.0,93230.0,93.0,42,2,1,0
212000.0,93150.0,93.0,63,3,1,0
291230.0,6300.0,6.0,59,4,1,0
150000.0,6500.0,6.0,21,1,1,0
181500.0,54500.0,54.0,76,4,0,1
174000.0,91150.0,91.0,80,4,0,1
67000.0,95140.0,95.0,72,4,1,0
171270.0,94600.0,94.0,57,3,1,0
787500.0,75007.0,75.0,63,3,1,0
60000.0,69400.0,69.0,58,3,1,0
72500.0,76700.0,76.0,51,3,1,0
221800.0,33380.0,33.0,60,3,0,1
150000.0,33480.0,33.0,61,3,1,0
119500.0,60590.0,60.0,85,3,1,0
112000.0,85330.0,85.0,32,1,1,0
80000.0,45000.0,45.0,85,4,1,0
118000.0,85160.0,85.0,66,3,1,0
115000.0,33560.0,33.0,69,2,1,0
223000.0,95620.0,95.0,75,4,0,1
205000.0,92320.0,92.0,30,1,1,0
935000.0,92150.0,92.0,45,5,1,0
60000.0,93800.0,93.0,35,2,1,0
190000.0,95320.0,95.0,43,2,1,0
35000.0,7200.0,7.0,111,4,0,1
278300.0,92400.0,92.0,49,2,1,0
1762000.0,75016.0,75.0,77,3,1,0
1050000.0,75010.0,75.0,95,4,1,0
185000.0,75015.0,75.0,29,2,1,0
145000.0,11110.0,11.0,65,3,0,1
330000.0,6360.0,6.0,65,3,1,0
45000.0,34110.0,34.0,18,1,1,0
257950.0,75018.0,75.0,25,2,1,0
106000.0,69100.0,69.0,25,1,1,0
240000.0,92400.0,92.0,25,1,1,0
22000.0,70300.0,70.0,60,2,1,0
149000.0,78390.0,78.0,46,2,1,0
71000.0,55100.0,55.0,64,3,1,0
213000.0,77390.0,77.0,88,3,0,1
257500.0,94230.0,94.0,50,3,1,0
210000.0,78250.0,78.0,83,5,0,1
129000.0,95210.0,95.0,45,2,1,0
115000.0,91700.0,91.0,27,1,1,0
212000.0,93800.0,93.0,65,3,1,0
215000.0,91380.0,91.0,101,4,1,0
70000.0,35500.0,35.0,68,3,1,0
215630.0,94170.0,94.0,33,3,1,0
372000.0,78630.0,78.0,78,5,0,1
117000.0,92150.0,92.0,12,1,1,0
311200.0,92140.0,92.0,62,3,1,0
423650.0,92800.0,92.0,56,3,1,0
40000.0,33140.0,33.0,42,2,1,0
160316.0,95800.0,95.0,61,3,1,0
288000.0,60300.0,60.0,122,6,0,1
445000.0,95600.0,95.0,73,4,0,1
215000.0,77600.0,77.0,60,3,1,0
98000.0,13004.0,13.0,33,2,1,0
100500.0,91130.0,91.0,52,3,1,0
34000.0,72700.0,72.0,69,3,1,0
206000.0,91150.0,91.0,107,5,0,1
42500.0,83400.0,83.0,14,0,1,0
255000.0,33120.0,33.0,29,2,0,1
32000.0,45600.0,45.0,30,1,1,0
190000.0,44500.0,44.0,38,2,1,0
55500.0,4400.0,4.0,38,3,1,0
216000.0,6510.0,6.0,91,5,1,0
174000.0,91380.0,91.0,82,4,1,0
95000.0,77176.0,77.0,41,2,1,0
800000.0,75002.0,75.0,61,3,1,0
49000.0,5300.0,5.0,29,1,1,0
394000.0,75020.0,75.0,39,2,1,0
767200.0,75020.0,75.0,96,4,1,0
52000.0,35000.0,35.0,11,1,1,0
200000.0,74520.0,74.0,51,2,1,0
900000.0,75015.0,75.0,82,3,1,0
40000.0,77169.0,77.0,60,3,1,0
162000.0,92600.0,92.0,32,1,1,0
166000.0,69440.0,69.0,48,2,1,0
46000.0,65200.0,65.0,32,1,1,0
530000.0,6150.0,6.0,110,5,1,0
368500.0,35000.0,35.0,85,4,1,0
181000.0,91560.0,91.0,87,4,1,0
452750.0,69001.0,69.0,89,3,1,0
91500.0,33200.0,33.0,22,1,1,0
159000.0,31500.0,31.0,68,4,1,0
145000.0,85160.0,85.0,68,3,1,0
420000.0,75003.0,75.0,37,2,1,0
104000.0,95300.0,95.0,66,3,1,0
182280.0,75015.0,75.0,15,1,1,0
34300.0,65100.0,65.0,28,1,1,0
126000.0,84320.0,84.0,40,2,1,0
226120.0,78400.0,78.0,38,2,1,0
174000.0,95460.0,95.0,66,4,1,0
82500.0,38410.0,38.0,35,3,1,0
178500.0,95320.0,95.0,68,4,1,0
136000.0,95200.0,95.0,55,3,1,0
621000.0,75017.0,75.0,53,3,1,0
157500.0,91310.0,91.0,44,2,1,0
106000.0,30000.0,30.0,84,5,1,0
95000.0,44100.0,44.0,51,2,1,0
208800.0,20111.0,0.0,40,2,1,0
106512.0,13006.0,13.0,40,2,1,0
108300.0,75019.0,75.0,12,1,1,0
73000.0,76700.0,76.0,59,3,1,0
160000.0,40560.0,40.0,65,4,1,0
132488.61,78310.0,78.0,42,2,1,0
288250.0,91250.0,91.0,78,4,0,1
170000.0,92400.0,92.0,37,2,1,0
312500.0,75014.0,75.0,28,1,1,0
306165.0,78500.0,78.0,73,4,1,0
178000.0,93350.0,93.0,78,4,1,0
100000.0,83170.0,83.0,50,2,1,0
235000.0,77184.0,77.0,102,5,1,0
54200.0,76400.0,76.0,54,3,1,0
399700.0,92800.0,92.0,57,2,1,0
1170000.0,75014.0,75.0,87,5,1,0
136000.0,83140.0,83.0,28,2,1,0
195000.0,44300.0,44.0,60,3,1,0
104500.0,30900.0,30.0,20,1,1,0
296000.0,91400.0,91.0,87,4,0,1
250000.0,69530.0,69.0,53,2,1,0
265000.0,91540.0,91.0,79,4,0,1
145000.0,83150.0,83.0,24,2,1,0
106200.0,65120.0,65.0,35,2,1,0
178000.0,78600.0,78.0,19,1,1,0
96500.0,49000.0,49.0,26,1,1,0
119500.0,94350.0,94.0,35,2,1,0
43660.0,42000.0,42.0,33,1,1,0
190000.0,60530.0,60.0,98,3,1,0
173000.0,92300.0,92.0,20,2,1,0
98000.0,13390.0,13.0,31,2,1,0
487000.0,92110.0,92.0,60,3,1,0
325000.0,94450.0,94.0,74,3,0,1
110000.0,95190.0,95.0,27,2,1,0
390000.0,77400.0,77.0,123,6,0,1
196000.0,78140.0,78.0,48,2,1,0
63950.0,75018.0,75.0,24,2,1,0
684000.0,75010.0,75.0,71,3,1,0
245600.0,6000.0,6.0,52,2,1,0
396200.0,75006.0,75.0,23,1,1,0
957000.0,69002.0,69.0,136,2,1,0
104000.0,29200.0,29.0,52,3,1,0
61000.0,80300.0,80.0,54,2,0,1
52500.0,34500.0,34.0,45,2,1,0
187735.0,14360.0,14.0,46,2,1,0
240000.0,78220.0,78.0,37,1,1,0
227000.0,93190.0,93.0,62,3,0,1
673871.0,75006.0,75.0,47,3,1,0
80000.0,38100.0,38.0,79,4,1,0
232600.0,77340.0,77.0,65,3,1,0
115000.0,69290.0,69.0,45,3,1,0
298590.0,11100.0,11.0,101,4,1,0
91000.0,75005.0,75.0,6,1,1,0
205000.0,44230.0,44.0,66,4,0,1
191550.0,34300.0,34.0,70,3,1,0
246500.0,33800.0,33.0,39,2,1,0
536000.0,94160.0,94.0,65,3,1,0
108030.0,49100.0,49.0,23,1,1,0
309000.0,77680.0,77.0,86,4,0,1
1620000.0,92240.0,92.0,156,5,1,0
405000.0,75019.0,75.0,40,2,1,0
269000.0,92800.0,92.0,42,2,1,0
37000.0,28100.0,28.0,31,1,1,0
316600.0,91300.0,91.0,125,6,1,0
287000.0,44000.0,44.0,65,4,1,0
331000.0,78640.0,78.0,107,6,0,1
212300.0,92110.0,92.0,26,1,1,0
170000.0,93800.0,93.0,57,2,1,0
494750.0,75016.0,75.0,54,2,1,0
844000.0,75019.0,75.0,75,3,1,0
120000.0,54400.0,54.0,107,4,1,0
60790.0,11430.0,11.0,24,2,1,0
115000.0,33780.0,33.0,43,3,1,0
96500.0,83500.0,83.0,21,1,1,0
100500.0,7700.0,7.0,61,3,1,0
80000.0,38340.0,38.0,66,3,1,0
244320.0,76600.0,76.0,44,2,1,0
309500.0,75019.0,75.0,29,2,1,0
283509.03,92240.0,92.0,37,3,1,0
220000.0,78000.0,78.0,54,3,1,0
290000.0,20118.0,0.0,95,4,1,0
157000.0,31520.0,31.0,65,3,1,0
628000.0,75007.0,75.0,46,2,1,0
66043.0,60100.0,60.0,52,3,1,0
124000.0,38100.0,38.0,56,3,1,0
129000.0,97354.0,973.0,60,3,1,0
160000.0,75015.0,75.0,14,1,1,0
140000.0,93160.0,93.0,21,1,1,0
805230.0,33970.0,33.0,83,4,0,1
128700.0,54000.0,54.0,61,2,1,0
62900.0,10000.0,10.0,28,2,1,0
120000.0,94130.0,94.0,20,1,1,0
101000.0,48000.0,48.0,56,3,1,0
83500.0,26000.0,26.0,63,3,1,0
420000.0,75002.0,75.0,30,1,1,0
371500.0,75012.0,75.0,33,2,1,0
300000.0,92130.0,92.0,45,2,1,0
187000.0,93290.0,93.0,93,5,1,0
50000.0,38340.0,38.0,38,2,1,0
260000.0,95180.0,95.0,91,5,0,1
165000.0,75016.0,75.0,11,1,1,0
147000.0,83300.0,83.0,34,2,1,0
40000.0,42100.0,42.0,31,1,1,0
149000.0,38130.0,38.0,67,3,1,0
403900.0,83210.0,83.0,72,3,0,1
108000.0,95260.0,95.0,50,4,1,0
620000.0,75020.0,75.0,60,2,1,0
92000.0,10300.0,10.0,75,4,1,0
147000.0,13008.0,13.0,55,3,1,0
117000.0,33800.0,33.0,27,1,1,0
317190.0,75018.0,75.0,39,2,1,0
42000.0,93110.0,93.0,15,1,1,0
363510.0,83600.0,83.0,61,3,1,0
79500.0,30240.0,30.0,18,1,1,0
873000.0,75004.0,75.0,78,2,1,0
204000.0,94320.0,94.0,77,4,1,0
711500.0,75001.0,75.0,53,4,1,0
70000.0,51200.0,51.0,45,3,1,0
158000.0,95870.0,95.0,32,2,1,0
186600.0,20000.0,0.0,34,2,1,0
185000.0,93130.0,93.0,73,4,1,0
368300.0,83310.0,83.0,37,2,1,0
569000.0,92130.0,92.0,67,3,1,0
269000.0,78940.0,78.0,65,2,1,0
980000.0,6360.0,6.0,85,1,1,0
55300.0,44000.0,44.0,13,1,1,0
159000.0,33800.0,33.0,72,3,1,0
159000.0,13008.0,13.0,36,2,1,0
211687.0,6600.0,6.0,52,2,1,0
286985.0,83400.0,83.0,76,3,1,0
52500.0,72300.0,72.0,50,2,1,0
185000.0,95110.0,95.0,79,4,1,0
65000.0,60180.0,60.0,46,2,1,0
110000.0,45110.0,45.0,72,3,1,0
89000.0,71230.0,71.0,70,4,1,0
44650.0,38410.0,38.0,19,1,1,0
387200.0,95160.0,95.0,70,3,1,0
272000.0,4210.0,4.0,121,4,0,1
237000.0,93170.0,93.0,39,2,1,0
320000.0,92400.0,92.0,52,3,1,0
198500.0,93200.0,93.0,38,2,1,0
326941.44,75011.0,75.0,26,2,1,0
172900.0,31320.0,31.0,42,2,1,0
29450.0,76100.0,76.0,14,1,1,0
400000.0,43000.0,43.0,250,7,1,0
189050.0,38250.0,38.0,46,2,1,0
418000.0,78220.0,78.0,81,3,1,0
46937.0,4140.0,4.0,30,2,1,0
115000.0,95660.0,95.0,27,2,0,1
148500.0,78290.0,78.0,22,2,1,0
346500.0,95130.0,95.0,112,6,0,1
92650.0,33210.0,33.0,52,3,1,0
1490000.0,92100.0,92.0,72,4,0,1
253000.0,33260.0,33.0,61,3,0,1
60000.0,38340.0,38.0,36,1,1,0
22000.0,6430.0,6.0,33,1,1,0
116500.0,79000.0,79.0,83,3,1,0
231000.0,78190.0,78.0,80,4,1,0
44000.0,76600.0,76.0,24,2,1,0
255000.0,75016.0,75.0,24,1,1,0
224000.0,92290.0,92.0,60,3,1,0
389350.0,44100.0,44.0,90,4,1,0
295000.0,93320.0,93.0,94,4,1,0
250000.0,69001.0,69.0,51,2,1,0
120000.0,77210.0,77.0,36,2,1,0
99000.0,49000.0,49.0,34,1,1,0
286350.0,95270.0,95.0,78,5,0,1
387100.0,75014.0,75.0,52,2,1,0
125000.0,49124.0,49.0,52,2,1,0
280000.0,93360.0,93.0,74,4,1,0
127125.0,33680.0,33.0,31,2,1,0
181930.0,95700.0,95.0,78,4,0,1
249650.0,13012.0,13.0,76,4,1,0
528425.0,75009.0,75.0,47,2,1,0
117000.0,77176.0,77.0,48,2,1,0
172000.0,95560.0,95.0,47,2,1,0
135000.0,3400.0,3.0,112,5,0,1
262000.0,94240.0,94.0,60,4,1,0
243000.0,33560.0,33.0,81,4,0,1
250000.0,93260.0,93.0,51,3,1,0
425000.0,94230.0,94.0,75,4,1,0
123000.0,13008.0,13.0,45,2,1,0
112000.0,69002.0,69.0,22,1,1,0
55000.0,77140.0,77.0,33,2,1,0
120000.0,78910.0,78.0,39,2,1,0
597800.0,92150.0,92.0,91,4,1,0
370545.0,6000.0,6.0,73,2,1,0
135000.0,94350.0,94.0,27,1,1,0
670000.0,93400.0,93.0,50,3,1,0
38000.0,36000.0,36.0,30,1,1,0
69880.0,45330.0,45.0,55,4,1,0
131400.0,20090.0,0.0,30,1,1,0
123448.0,33400.0,33.0,21,1,1,0
178000.0,64700.0,64.0,42,2,1,0
229000.0,44500.0,44.0,42,3,1,0
77685.0,30240.0,30.0,22,1,1,0
292000.0,91240.0,91.0,90,5,0,1
15750.0,42100.0,42.0,18,1,1,0
155000.0,91310.0,91.0,55,3,1,0
33000.0,85150.0,85.0,20,1,1,0
115000.0,78510.0,78.0,38,2,1,0
256100.0,78600.0,78.0,55,2,1,0
46500.0,66000.0,66.0,35,1,1,0
165000.0,69140.0,69.0,96,4,1,0
141750.0,38750.0,38.0,29,1,1,0
465000.0,83000.0,83.0,103,4,0,1
60000.0,54000.0,54.0,40,2,1,0
120850.0,11100.0,11.0,45,2,1,0
142641.0,80120.0,80.0,44,3,1,0
96000.0,73490.0,73.0,45,2,1,0
151500.0,69500.0,69.0,65,3,1,0
185000.0,97354.0,973.0,76,3,1,0
83000.0,40510.0,40.0,29,2,1,0
278000.0,83980.0,83.0,38,2,1,0
141460.0,60870.0,60.0,67,3,1,0
189060.0,75019.0,75.0,19,1,1,0
94000.0,64140.0,64.0,47,2,1,0
127000.0,45000.0,45.0,49,2,1,0
146000.0,94360.0,94.0,27,1,1,0
784500.0,78220.0,78.0,109,4,0,1
170000.0,83240.0,83.0,82,4,1,0
214000.0,6000.0,6.0,42,2,1,0
238500.0,78120.0,78.0,60,3,1,0
262580.0,6000.0,6.0,75,3,1,0
29010.0,85160.0,85.0,13,1,1,0
570000.0,75006.0,75.0,38,2,1,0
56100.0,72000.0,72.0,35,2,1,0
964000.0,92150.0,92.0,110,4,1,0
175000.0,93300.0,93.0,41,2,1,0
183000.0,92160.0,92.0,28,1,1,0
165500.0,84000.0,84.0,68,4,1,0
66000.0,51450.0,51.0,35,2,1,0
48000.0,60000.0,60.0,62,3,1,0
102000.0,95780.0,95.0,49,3,1,0
350000.0,78120.0,78.0,95,7,1,0
120000.0,80090.0,80.0,84,4,1,0
90000.0,78690.0,78.0,44,2,1,0
80000.0,69008.0,69.0,19,1,1,0
202000.0,95380.0,95.0,20,1,1,0
185000.0,93800.0,93.0,64,3,1,0
81900.0,85000.0,85.0,44,2,1,0
199000.0,77720.0,77.0,76,3,1,0
158642.0,44300.0,44.0,62,3,1,0
109000.0,97490.0,974.0,52,3,1,0
153500.0,14510.0,14.0,44,3,0,1
211800.0,6250.0,6.0,76,4,1,0
340000.0,77000.0,77.0,87,4,1,0
246000.0,75014.0,75.0,27,2,1,0
123500.0,20090.0,0.0,71,4,1,0
144310.0,34110.0,34.0,31,2,1,0
180000.0,13260.0,13.0,48,2,1,0
740000.0,78000.0,78.0,110,5,0,1
77700.0,35400.0,35.0,24,1,1,0
125000.0,77127.0,77.0,40,1,1,0
123015.0,83250.0,83.0,31,1,1,0
45000.0,93220.0,93.0,22,1,1,0
103500.0,45000.0,45.0,41,2,1,0
73000.0,13600.0,13.0,22,2,1,0
75000.0,78700.0,78.0,20,1,1,0
55000.0,38100.0,38.0,20,1,1,0
227000.0,93260.0,93.0,34,2,1,0
178000.0,93300.0,93.0,52,3,1,0
430000.0,75001.0,75.0,34,2,1,0
51300.0,11430.0,11.0,22,1,1,0
1175000.0,75015.0,75.0,88,4,1,0
113250.0,45770.0,45.0,70,3,1,0
487805.0,92500.0,92.0,95,3,1,0
329000.0,92100.0,92.0,38,2,1,0
180000.0,69530.0,69.0,51,3,1,0
240000.0,78210.0,78.0,46,2,1,0
240000.0,95000.0,95.0,87,4,1,0
261100.0,75011.0,75.0,20,1,1,0
28000.0,38250.0,38.0,16,1,1,0
707000.0,75015.0,75.0,79,5,1,0
77580.0,11370.0,11.0,28,3,0,1
101600.0,30130.0,30.0,108,3,1,0
85000.0,65600.0,65.0,73,3,1,0
205400.0,33700.0,33.0,88,5,1,0
91000.0,69400.0,69.0,34,2,1,0
