Valeurfonciere,Codepostal,Codedepartement,Surfacereellebati,Nombrepiecesprincipales,Typelocal_Appartement,Typelocal_Maison
65280.0,69100.0,69.0,21,1,1,0
494000.0,94230.0,94.0,75,4,1,0
155000.0,78150.0,78.0,30,3,1,0
277000.0,35000.0,35.0,73,4,1,0
312700.0,92600.0,92.0,45,2,1,0
165000.0,13003.0,13.0,65,3,1,0
374525.0,93160.0,93.0,83,4,1,0
164000.0,83130.0,83.0,48,2,1,0
500000.0,75005.0,75.0,45,3,1,0
158500.0,93200.0,93.0,36,2,1,0
143000.0,69960.0,69.0,39,2,1,0
340000.0,94320.0,94.0,114,6,0,1
650000.0,75007.0,75.0,20,1,1,0
266500.0,92500.0,92.0,59,3,1,0
75800.0,34140.0,34.0,27,1,1,0
177000.0,94420.0,94.0,59,3,1,0
515800.0,75018.0,75.0,55,2,1,0
139000.0,91560.0,91.0,37,1,1,0
32392.0,63140.0,63.0,21,1,1,0
400000.0,44500.0,44.0,119,5,0,1
295238.0,94000.0,94.0,75,4,1,0
431900.0,69001.0,69.0,69,2,1,0
470000.0,94700.0,94.0,81,4,1,0
169900.0,49100.0,49.0,50,2,1,0
909750.0,75016.0,75.0,58,3,1,0
270000.0,6310.0,6.0,46,2,1,0
91345.0,33600.0,33.0,38,2,1,0
181000.0,33000.0,33.0,45,2,1,0
431880.0,75016.0,75.0,44,1,1,0
132500.0,64140.0,64.0,60,3,1,0
155000.0,56170.0,56.0,39,2,1,0
430952.0,75019.0,75.0,45,2,1,0
121000.0,89000.0,89.0,98,4,1,0
64800.0,87170.0,87.0,46,2,1,0
104950.0,33400.0,33.0,21,1,1,0
288000.0,76600.0,76.0,97,3,1,0
39000.0,51000.0,51.0,22,1,1,0
353000.0,6200.0,6.0,65,3,1,0
193340.0,13720.0,13.0,65,3,1,0
309000.0,6200.0,6.0,73,4,1,0
336217.0,59800.0,59.0,72,3,1,0
102600.0,69520.0,69.0,42,2,1,0
55000.0,40300.0,40.0,56,3,1,0
160500.0,38000.0,38.0,40,2,1,0
264000.0,33000.0,33.0,51,2,1,0
942000.0,75004.0,75.0,58,3,1,0
110000.0,14800.0,14.0,32,1,1,0
229500.0,35131.0,35.0,93,4,1,0
28000.0,47000.0,47.0,67,4,1,0
231000.0,92600.0,92.0,24,2,1,0
174000.0,78990.0,78.0,68,3,1,0
1076000.0,6300.0,6.0,100,4,1,0
370020.0,78000.0,78.0,66,3,1,0
125000.0,44230.0,44.0,47,2,1,0
154000.0,38140.0,38.0,106,4,1,0
110200.0,59260.0,59.0,38,2,1,0
281640.0,94140.0,94.0,60,3,1,0
236000.0,59800.0,59.0,84,4,1,0
445000.0,97280.0,972.0,136,5,0,1
120000.0,78500.0,78.0,30,2,1,0
111550.0,38000.0,38.0,35,2,1,0
325000.0,75017.0,75.0,35,2,1,0
118000.0,13005.0,13.0,42,2,1,0
160850.0,13002.0,13.0,60,3,1,0
63500.0,31500.0,31.0,29,1,1,0
1356300.0,75017.0,75.0,107,4,1,0
225500.0,13013.0,13.0,72,3,1,0
641000.0,94160.0,94.0,86,3,1,0
81000.0,14640.0,14.0,18,1,1,0
112500.0,35000.0,35.0,31,1,1,0
180575.0,78700.0,78.0,76,4,1,0
93000.0,84000.0,84.0,42,2,1,0
341000.0,92250.0,92.0,70,4,1,0
275000.0,95280.0,95.0,93,4,0,1
345000.0,94230.0,94.0,67,3,1,0
185000.0,13600.0,13.0,42,2,1,0
279700.0,95280.0,95.0,88,4,0,1
450000.0,92200.0,92.0,40,2,1,0
100000.0,35500.0,35.0,60,3,1,0
445000.0,75009.0,75.0,48,3,1,0
257000.0,59100.0,59.0,49,2,1,0
156300.0,11210.0,11.0,51,3,0,1
75000.0,10120.0,10.0,71,4,1,0
269280.0,94120.0,94.0,37,2,1,0
317900.0,77500.0,77.0,89,4,0,1
78000.0,38400.0,38.0,61,4,1,0
292300.0,92500.0,92.0,60,3,1,0
156400.0,82000.0,82.0,82,4,0,1
105000.0,56000.0,56.0,19,1,1,0
1700000.0,75009.0,75.0,69,3,1,0
270000.0,75008.0,75.0,24,1,1,0
170000.0,97490.0,974.0,88,4,0,1
229000.0,59130.0,59.0,82,4,1,0
156370.0,77230.0,77.0,38,2,1,0
112000.0,91390.0,91.0,61,4,1,0
1049200.0,75010.0,75.0,85,1,1,0
162000.0,64100.0,64.0,42,1,1,0
128014.89,4400.0,4.0,60,3,1,0
145990.0,83250.0,83.0,40,2,1,0
109500.0,38000.0,38.0,31,1,1,0
487845.0,75009.0,75.0,35,2,1,0
413000.0,92200.0,92.0,48,2,1,0
161800.0,26100.0,26.0,95,3,1,0
245500.0,95500.0,95.0,109,4,0,1
693325.0,75017.0,75.0,70,3,1,0
70000.0,59139.0,59.0,53,2,1,0
170000.0,77210.0,77.0,56,2,1,0
117000.0,51430.0,51.0,64,4,1,0
58000.0,13014.0,13.0,54,3,1,0
273000.0,95570.0,95.0,96,5,0,1
104500.0,85100.0,85.0,24,2,1,0
227000.0,25500.0,25.0,97,4,1,0
200100.0,35000.0,35.0,41,2,1,0
220749.0,83990.0,83.0,25,1,1,0
62000.0,89100.0,89.0,68,4,1,0
160000.0,13009.0,13.0,94,4,1,0
220460.0,85100.0,85.0,24,1,1,0
238600.0,33127.0,33.0,79,4,0,1
73500.0,29600.0,29.0,22,1,1,0
65000.0,71600.0,71.0,86,4,1,0
153000.0,95000.0,95.0,63,3,1,0
65100.0,83160.0,83.0,17,1,1,0
166000.0,54130.0,54.0,62,3,1,0
161500.0,59790.0,59.0,60,3,1,0
152000.0,64260.0,64.0,96,3,1,0
193000.0,78310.0,78.0,89,4,1,0
108000.0,69400.0,69.0,37,2,1,0
213500.0,62179.0,62.0,44,2,0,1
211000.0,38340.0,38.0,82,4,1,0
40000.0,51200.0,51.0,22,1,1,0
895000.0,75005.0,75.0,67,2,1,0
227000.0,75018.0,75.0,29,2,1,0
270000.0,95210.0,95.0,57,3,1,0
63000.0,76600.0,76.0,46,2,1,0
385000.0,75015.0,75.0,35,2,1,0
293020.0,94600.0,94.0,95,5,1,0
113160.0,40990.0,40.0,45,2,1,0
67900.0,18000.0,18.0,62,4,1,0
157000.0,35700.0,35.0,60,3,1,0
73000.0,88580.0,88.0,88,4,1,0
55000.0,33150.0,33.0,18,1,1,0
117500.0,69500.0,69.0,22,1,1,0
169000.0,49100.0,49.0,83,4,1,0
159000.0,94600.0,94.0,55,3,1,0
151000.0,94120.0,94.0,19,1,1,0
72000.0,51300.0,51.0,62,3,1,0
139900.0,91700.0,91.0,53,3,1,0
274000.0,59710.0,59.0,115,5,1,0
25000.0,94200.0,94.0,37,3,1,0
443172.0,92200.0,92.0,33,1,1,0
94000.0,56100.0,56.0,56,3,1,0
270800.0,94800.0,94.0,40,2,1,0
57000.0,72000.0,72.0,41,2,1,0
76500.0,70300.0,70.0,89,3,1,0
213150.0,83270.0,83.0,39,2,1,0
32233.0,87400.0,87.0,39,2,1,0
179000.0,92500.0,92.0,25,1,1,0
393000.0,75019.0,75.0,48,3,1,0
274000.0,92100.0,92.0,37,1,1,0
112000.0,95150.0,95.0,56,3,1,0
123000.0,56360.0,56.0,34,2,0,1
55000.0,44400.0,44.0,31,1,0,1
518192.0,92100.0,92.0,50,2,1,0
61000.0,88800.0,88.0,19,1,1,0
476000.0,75020.0,75.0,50,2,1,0
775300.0,6800.0,6.0,48,2,1,0
285000.0,78560.0,78.0,83,4,1,0
425000.0,38120.0,38.0,101,4,0,1
46200.0,76000.0,76.0,16,1,1,0
92000.0,78280.0,78.0,19,1,1,0
255000.0,33850.0,33.0,90,4,0,1
244900.0,76190.0,76.0,87,3,1,0
210000.0,56400.0,56.0,38,3,1,0
245000.0,95170.0,95.0,68,3,1,0
176000.0,34340.0,34.0,54,3,0,1
175750.0,38000.0,38.0,69,3,1,0
142000.0,6270.0,6.0,24,1,1,0
232000.0,75018.0,75.0,28,2,1,0
225000.0,44350.0,44.0,80,4,0,1
198000.0,95170.0,95.0,88,4,1,0
192000.0,94230.0,94.0,37,2,1,0
138500.0,49000.0,49.0,77,4,1,0
346000.0,6000.0,6.0,60,3,1,0
175000.0,94470.0,94.0,43,2,1,0
129500.0,37000.0,37.0,37,1,1,0
140000.0,75020.0,75.0,26,2,1,0
1422200.0,92200.0,92.0,129,6,1,0
123500.0,59800.0,59.0,28,1,1,0
115000.0,35170.0,35.0,51,2,1,0
115000.0,91410.0,91.0,45,3,0,1
123400.0,38130.0,38.0,75,4,1,0
60400.0,44100.0,44.0,18,1,1,0
175000.0,69620.0,69.0,92,4,1,0
120000.0,45100.0,45.0,57,3,1,0
800000.0,75020.0,75.0,60,3,1,0
738200.0,75012.0,75.0,29,1,1,0
144700.0,40130.0,40.0,34,2,1,0
136000.0,5160.0,5.0,57,3,1,0
402300.0,44500.0,44.0,78,3,1,0
212000.0,92220.0,92.0,48,2,1,0
138000.0,83200.0,83.0,39,2,1,0
435000.0,75010.0,75.0,39,3,1,0
91000.0,91100.0,91.0,34,1,1,0
145350.0,95100.0,95.0,37,2,1,0
435000.0,1210.0,1.0,90,4,0,1
267000.0,76620.0,76.0,105,6,0,1
200000.0,75011.0,75.0,28,3,1,0
175000.0,95130.0,95.0,78,4,1,0
159000.0,93220.0,93.0,58,2,1,0
118000.0,14510.0,14.0,37,3,0,1
165000.0,56260.0,56.0,67,4,1,0
73000.0,6000.0,6.0,23,1,1,0
93000.0,76130.0,76.0,58,3,1,0
131125.0,40480.0,40.0,38,2,1,0
103000.0,26000.0,26.0,50,2,1,0
162000.0,91580.0,91.0,84,4,0,1
1320000.0,6300.0,6.0,95,3,1,0
289600.0,78350.0,78.0,78,3,1,0
256100.0,95520.0,95.0,101,5,0,1
80400.0,94400.0,94.0,18,1,1,0
750000.0,69001.0,69.0,120,4,1,0
184598.0,92190.0,92.0,37,1,1,0
524800.0,75014.0,75.0,47,3,1,0
36149.0,65200.0,65.0,59,3,1,0
188000.0,94260.0,94.0,75,4,1,0
426250.0,92150.0,92.0,66,2,1,0
154000.0,93290.0,93.0,61,3,1,0
171428.0,44300.0,44.0,52,2,1,0
161500.0,38000.0,38.0,52,3,1,0
255550.0,38750.0,38.0,55,3,1,0
196500.0,83130.0,83.0,62,3,1,0
604600.0,94160.0,94.0,51,3,1,0
649000.0,75017.0,75.0,58,3,1,0
45000.0,75003.0,75.0,45,2,1,0
147500.0,51420.0,51.0,69,3,1,0
120000.0,91600.0,91.0,38,2,1,0
89000.0,85600.0,85.0,63,1,1,0
563300.0,74000.0,74.0,112,4,1,0
35000.0,47150.0,47.0,28,2,1,0
151000.0,83980.0,83.0,32,2,1,0
1060000.0,75016.0,75.0,75,2,1,0
220000.0,92320.0,92.0,44,2,1,0
210000.0,35136.0,35.0,53,5,0,1
322720.0,75009.0,75.0,29,2,1,0
255000.0,92000.0,92.0,68,3,1,0
105000.0,25000.0,25.0,76,4,1,0
257000.0,38860.0,38.0,53,3,1,0
237802.0,94300.0,94.0,21,1,1,0
182000.0,77140.0,77.0,97,5,0,1
170000.0,93340.0,93.0,51,2,1,0
325000.0,31000.0,31.0,79,3,1,0
466080.0,75003.0,75.0,39,2,1,0
479610.0,93400.0,93.0,66,3,1,0
164000.0,84300.0,84.0,78,4,0,1
69050.0,30130.0,30.0,68,4,1,0
204000.0,38400.0,38.0,81,4,1,0
615000.0,69003.0,69.0,128,5,1,0
202000.0,75006.0,75.0,13,2,1,0
408200.0,42000.0,42.0,117,5,0,1
57000.0,78410.0,78.0,53,2,1,0
116100.0,30240.0,30.0,36,2,1,0
345550.0,94200.0,94.0,69,3,1,0
256606.0,94370.0,94.0,60,3,1,0
140000.0,42100.0,42.0,90,4,1,0
121000.0,75003.0,75.0,99,4,1,0
198473.28,91410.0,91.0,66,3,1,0
167000.0,80090.0,80.0,93,5,0,1
357000.0,92110.0,92.0,58,3,1,0
33500.0,22000.0,22.0,21,1,1,0
385000.0,92400.0,92.0,53,2,1,0
63000.0,69190.0,69.0,35,1,1,0
137488.0,35400.0,35.0,84,4,1,0
332000.0,51100.0,51.0,123,5,0,1
234000.0,94420.0,94.0,72,4,1,0
215000.0,13380.0,13.0,68,4,1,0
124000.0,34350.0,34.0,64,3,1,0
95000.0,43110.0,43.0,66,3,1,0
215000.0,95880.0,95.0,39,2,1,0
73000.0,60200.0,60.0,25,1,1,0
190850.0,77210.0,77.0,64,3,1,0
420000.0,83330.0,83.0,117,5,0,1
183000.0,13012.0,13.0,70,3,1,0
57000.0,77480.0,77.0,95,5,1,0
41000.0,85100.0,85.0,18,1,1,0
263500.0,91200.0,91.0,84,4,1,0
149900.0,44800.0,44.0,50,2,1,0
65000.0,54300.0,54.0,52,3,1,0
187000.0,77400.0,77.0,42,2,1,0
1372800.0,75014.0,75.0,97,3,1,0
114600.0,37300.0,37.0,71,3,1,0
243000.0,78100.0,78.0,41,1,1,0
148000.0,94190.0,94.0,45,3,1,0
262000.0,94230.0,94.0,40,2,1,0
132000.0,6200.0,6.0,20,2,1,0
92000.0,35220.0,35.0,40,2,1,0
840500.0,75012.0,75.0,81,3,1,0
231000.0,94130.0,94.0,43,2,1,0
202117.0,92400.0,92.0,24,1,1,0
99052.0,22360.0,22.0,59,3,1,0
86200.0,44300.0,44.0,19,1,1,0
230000.0,14360.0,14.0,44,4,1,0
200000.0,95350.0,95.0,57,3,1,0
145500.0,34420.0,34.0,42,3,0,1
245000.0,97351.0,973.0,114,4,0,1
182000.0,92290.0,92.0,42,2,1,0
240500.0,30900.0,30.0,104,4,0,1
284000.0,77200.0,77.0,70,3,1,0
328000.0,75015.0,75.0,27,2,1,0
319300.0,92400.0,92.0,78,4,1,0
70000.0,6100.0,6.0,44,2,1,0
307500.0,33200.0,33.0,63,3,1,0
82000.0,69400.0,69.0,68,4,1,0
108000.0,35000.0,35.0,20,1,1,0
60000.0,82000.0,82.0,33,2,1,0
179500.0,74100.0,74.0,67,3,1,0
200780.0,33000.0,33.0,103,5,1,0
263450.0,34200.0,34.0,96,3,1,0
453000.0,22430.0,22.0,114,4,1,0
724923.0,75015.0,75.0,56,3,1,0
280000.0,75005.0,75.0,30,1,1,0
84900.0,34540.0,34.0,21,1,1,0
37000.0,29200.0,29.0,63,3,1,0
155000.0,13400.0,13.0,60,4,1,0
293000.0,75011.0,75.0,24,1,1,0
212400.0,69002.0,69.0,35,1,1,0
133250.0,6600.0,6.0,25,1,1,0
80750.0,73210.0,73.0,22,1,1,0
196000.0,10000.0,10.0,88,3,1,0
95000.0,6140.0,6.0,31,2,1,0
57000.0,38650.0,38.0,35,2,1,0
206000.0,75016.0,75.0,16,1,1,0
237775.0,30000.0,30.0,79,3,1,0
413000.0,75014.0,75.0,36,3,1,0
158100.0,59650.0,59.0,67,3,1,0
725000.0,75014.0,75.0,70,3,1,0
66240.0,38190.0,38.0,29,2,1,0
118000.0,6200.0,6.0,31,1,1,0
435000.0,75015.0,75.0,49,2,1,0
580000.0,31400.0,31.0,129,6,1,0
80000.0,93330.0,93.0,13,1,1,0
100000.0,78260.0,78.0,25,1,1,0
267000.0,77200.0,77.0,84,4,1,0
49000.0,62100.0,62.0,21,1,1,0
54400.0,45000.0,45.0,32,1,1,0
360000.0,74310.0,74.0,92,3,1,0
355000.0,91440.0,91.0,89,4,0,1
307000.0,94230.0,94.0,60,3,1,0
715450.2,92300.0,92.0,67,4,1,0
9000000.0,75016.0,75.0,10,1,1,0
255000.0,75018.0,75.0,24,1,1,0
275000.0,94300.0,94.0,28,1,1,0
328590.0,78560.0,78.0,68,3,1,0
214000.0,75012.0,75.0,17,1,1,0
259000.0,91290.0,91.0,100,4,0,1
270000.0,11100.0,11.0,85,4,1,0
360976.0,94100.0,94.0,60,3,1,0
185000.0,95830.0,95.0,118,3,0,1
268500.0,94100.0,94.0,53,2,1,0
965159.4,69002.0,69.0,124,4,1,0
198000.0,6600.0,6.0,47,2,1,0
580010.0,75018.0,75.0,79,3,1,0
86000.0,40990.0,40.0,47,2,1,0
1020000.0,75016.0,75.0,91,3,1,0
267000.0,92340.0,92.0,60,3,1,0
118000.0,91240.0,91.0,42,2,1,0
83000.0,35310.0,35.0,41,2,1,0
298000.0,92110.0,92.0,42,2,1,0
95000.0,84100.0,84.0,57,3,1,0
180000.0,83330.0,83.0,63,2,1,0
715711.0,75018.0,75.0,62,3,1,0
157000.0,60300.0,60.0,50,2,1,0
151000.0,6500.0,6.0,33,2,1,0
86000.0,76400.0,76.0,47,2,1,0
341750.0,75011.0,75.0,31,2,1,0
45000.0,82300.0,82.0,46,2,1,0
398000.0,92400.0,92.0,60,3,1,0
142000.0,94500.0,94.0,50,3,1,0
194200.0,62000.0,62.0,97,2,1,0
370000.0,75015.0,75.0,45,2,1,0
115000.0,93110.0,93.0,23,1,1,0
137000.0,25500.0,25.0,65,3,1,0
60000.0,20115.0,0.0,36,1,1,0
292000.0,75019.0,75.0,28,1,1,0
196000.0,59130.0,59.0,90,4,1,0
170000.0,75013.0,75.0,12,1,1,0
261900.0,44000.0,44.0,64,3,1,0
210000.0,94800.0,94.0,60,3,1,0
257400.0,13790.0,13.0,71,3,1,0
69000.0,13014.0,13.0,68,4,1,0
83000.0,97233.0,972.0,35,2,1,0
874000.0,75015.0,75.0,80,3,1,0
340000.0,69007.0,69.0,66,3,1,0
173000.0,35000.0,35.0,63,3,1,0
91000.0,34500.0,34.0,80,3,1,0
67000.0,6160.0,6.0,20,1,1,0
98412.0,93390.0,93.0,85,4,1,0
220000.0,77600.0,77.0,57,3,1,0
143050.0,33120.0,33.0,19,1,1,0
356200.0,69001.0,69.0,64,3,1,0
182500.0,33700.0,33.0,88,5,1,0
650000.0,75014.0,75.0,70,3,1,0
193300.0,95880.0,95.0,43,2,1,0
473000.0,92320.0,92.0,83,4,1,0
110000.0,31770.0,31.0,40,2,1,0
155544.0,44400.0,44.0,58,3,1,0
91000.0,14510.0,14.0,33,2,1,0
65000.0,59590.0,59.0,70,4,1,0
131000.0,62000.0,62.0,55,2,1,0
914000.0,75011.0,75.0,84,4,1,0
190000.0,14360.0,14.0,53,2,1,0
128000.0,77100.0,77.0,52,3,1,0
34500.0,41000.0,41.0,22,1,1,0
139500.0,78990.0,78.0,54,2,1,0
89900.0,22360.0,22.0,43,2,1,0
70000.0,76000.0,76.0,35,1,1,0
40000.0,40000.0,40.0,24,1,1,0
116000.0,42160.0,42.0,50,2,1,0
19000.0,4260.0,4.0,20,1,1,0
32200.0,59500.0,59.0,18,1,1,0
68700.0,30240.0,30.0,23,1,1,0
161400.0,38000.0,38.0,60,3,1,0
271900.0,78700.0,78.0,70,3,1,0
89000.0,44730.0,44.0,21,1,1,0
2765000.0,75016.0,75.0,43,2,1,0
227500.0,6310.0,6.0,35,1,1,0
46000.0,60180.0,60.0,20,1,1,0
373560.0,92120.0,92.0,43,2,1,0
129450.0,84000.0,84.0,67,3,1,0
191500.0,80000.0,80.0,100,4,1,0
67060.0,84000.0,84.0,20,1,1,0
330500.0,38860.0,38.0,64,3,1,0
189598.58,44510.0,44.0,53,4,1,0
73500.0,50270.0,50.0,26,2,0,1
1320000.0,75017.0,75.0,106,5,1,0
248000.0,78130.0,78.0,70,4,0,1
75000.0,10800.0,10.0,75,4,1,0
45000.0,6420.0,6.0,16,1,1,0
180000.0,85660.0,85.0,112,5,0,1
890000.0,6600.0,6.0,180,6,0,1
193000.0,94000.0,94.0,67,3,1,0
342666.0,75003.0,75.0,34,2,1,0
695000.0,75004.0,75.0,40,1,1,0
94500.0,93190.0,93.0,29,1,1,0
237000.0,77200.0,77.0,86,4,1,0
489000.0,92170.0,92.0,71,3,1,0
201400.0,95110.0,95.0,56,2,1,0
420000.0,75016.0,75.0,19,1,1,0
294805.0,44230.0,44.0,84,4,0,1
102000.0,51000.0,51.0,122,5,1,0
179000.0,91330.0,91.0,50,2,1,0
75000.0,10000.0,10.0,55,3,1,0
218926.0,33470.0,33.0,70,3,1,0
239000.0,94120.0,94.0,42,3,1,0
450000.0,6950.0,6.0,87,4,0,1
632000.0,75014.0,75.0,62,3,1,0
158491.0,44250.0,44.0,47,2,1,0
523007.0,75018.0,75.0,54,3,1,0
583500.0,92800.0,92.0,91,4,1,0
177000.0,83400.0,83.0,56,3,1,0
117500.0,33600.0,33.0,23,1,1,0
64600.0,5200.0,5.0,31,1,1,0
229000.0,6200.0,6.0,49,2,1,0
254704.02,13200.0,13.0,77,2,1,0
189300.0,59800.0,59.0,30,2,1,0
701000.0,75020.0,75.0,65,4,1,0
365000.0,44200.0,44.0,96,4,1,0
126000.0,95300.0,95.0,32,2,1,0
229000.0,91600.0,91.0,74,4,1,0
186500.0,93250.0,93.0,52,2,1,0
43000.0,4400.0,4.0,25,1,1,0
153000.0,75014.0,75.0,13,1,1,0
390000.0,69100.0,69.0,82,4,1,0
107000.0,91310.0,91.0,50,5,1,0
752400.0,75018.0,75.0,52,2,1,0
685000.0,92700.0,92.0,97,3,0,1
122000.0,75005.0,75.0,8,1,1,0
855000.0,75011.0,75.0,75,4,1,0
360000.0,94170.0,94.0,80,3,1,0
67500.0,19100.0,19.0,47,2,1,0
279170.0,94140.0,94.0,68,3,1,0
240000.0,94220.0,94.0,29,1,1,0
969550.0,69002.0,69.0,113,3,1,0
509000.0,75015.0,75.0,46,2,1,0
145000.0,6160.0,6.0,51,3,1,0
30000.0,64000.0,64.0,27,1,1,0
95000.0,2600.0,2.0,54,3,1,0
183500.0,51100.0,51.0,75,5,1,0
136000.0,13015.0,13.0,84,4,1,0
93275.0,33140.0,33.0,40,2,1,0
90000.0,88150.0,88.0,71,3,1,0
43025.0,11100.0,11.0,22,1,1,0
634500.0,75011.0,75.0,57,2,1,0
112000.0,78120.0,78.0,33,1,1,0
203750.0,94110.0,94.0,35,2,1,0
295000.0,75014.0,75.0,35,1,1,0
219000.0,33780.0,33.0,50,3,1,0
300000.0,94700.0,94.0,57,3,1,0
137000.0,60800.0,60.0,44,2,1,0
77000.0,76230.0,76.0,56,2,1,0
169550.0,54000.0,54.0,71,3,1,0
331660.0,75007.0,75.0,24,2,1,0
71000.0,6200.0,6.0,27,1,1,0
218080.0,75002.0,75.0,32,1,1,0
110887.0,44500.0,44.0,49,2,1,0
165000.0,75020.0,75.0,16,2,1,0
78500.0,13013.0,13.0,56,3,1,0
55000.0,83200.0,83.0,27,2,1,0
68500.0,54270.0,54.0,42,3,1,0
340000.0,83400.0,83.0,77,3,1,0
377300.0,75017.0,75.0,16,1,1,0
48500.0,71100.0,71.0,65,4,1,0
67000.0,34200.0,34.0,33,3,1,0
418000.0,69009.0,69.0,107,5,1,0
40608.0,64440.0,64.0,35,1,1,0
1361000.0,75016.0,75.0,112,4,1,0
654800.0,92120.0,92.0,74,3,1,0
107400.0,38420.0,38.0,93,4,0,1
163300.0,78370.0,78.0,69,3,1,0
240500.0,44350.0,44.0,76,3,0,1
156000.0,78260.0,78.0,60,3,1,0
196500.0,91170.0,91.0,66,3,1,0
137300.0,69230.0,69.0,40,2,1,0
64500.0,80080.0,80.0,19,1,1,0
87000.0,75014.0,75.0,6,1,1,0
155000.0,38140.0,38.0,92,3,1,0
165000.0,91220.0,91.0,44,2,1,0
247200.0,26000.0,26.0,110,4,1,0
68000.0,62400.0,62.0,38,2,1,0
260000.0,94270.0,94.0,48,2,1,0
240000.0,78000.0,78.0,40,2,1,0
205000.0,20128.0,0.0,27,1,1,0
300242.0,92110.0,92.0,39,2,1,0
1550000.0,75015.0,75.0,112,5,1,0
230000.0,44600.0,44.0,69,3,1,0
210000.0,6340.0,6.0,70,3,1,0
195000.0,83210.0,83.0,66,3,1,0
657000.0,6000.0,6.0,122,3,1,0
185000.0,44680.0,44.0,70,4,0,1
87000.0,95800.0,95.0,28,1,1,0
265385.0,75019.0,75.0,28,2,1,0
393500.0,92000.0,92.0,76,4,1,0
417500.0,59420.0,59.0,121,6,0,1
400000.0,69360.0,69.0,121,4,1,0
95886.25,95200.0,95.0,28,1,1,0
289500.0,75018.0,75.0,20,2,1,0
125500.0,31000.0,31.0,23,1,1,0
155000.0,95270.0,95.0,65,3,1,0
68200.0,44300.0,44.0,25,1,1,0
94000.0,76600.0,76.0,21,1,1,0
90000.0,53000.0,53.0,39,2,0,1
113000.0,95310.0,95.0,59,2,1,0
174000.0,95310.0,95.0,61,3,1,0
116595.0,97300.0,973.0,45,2,1,0
54500.0,65000.0,65.0,65,4,1,0
294975.0,6300.0,6.0,40,1,1,0
78000.0,56300.0,56.0,71,3,1,0
639000.0,92160.0,92.0,91,3,1,0
357000.0,69004.0,69.0,72,3,1,0
552195.0,75020.0,75.0,39,3,1,0
122000.0,20000.0,0.0,26,2,1,0
86000.0,83000.0,83.0,45,1,1,0
158000.0,93600.0,93.0,34,2,1,0
85000.0,20169.0,0.0,47,1,1,0
1349500.0,75017.0,75.0,96,5,1,0
68940.0,97227.0,972.0,15,1,1,0
186900.0,38000.0,38.0,68,3,1,0
212500.0,95120.0,95.0,70,3,1,0
183000.0,95150.0,95.0,68,4,1,0
800000.0,75007.0,75.0,58,2,1,0
253440.0,30000.0,30.0,105,5,0,1
171800.0,95170.0,95.0,62,3,1,0
162000.0,38130.0,38.0,74,4,1,0
33000.0,51000.0,51.0,39,2,1,0
146000.0,95110.0,95.0,67,3,1,0
388000.0,75011.0,75.0,26,2,1,0
172000.0,56170.0,56.0,25,1,1,0
251000.0,75018.0,75.0,30,2,1,0
217500.0,69100.0,69.0,69,3,1,0
92600.0,10120.0,10.0,48,3,1,0
218000.0,6250.0,6.0,60,2,1,0
50000.0,42210.0,42.0,70,1,1,0
106400.0,83330.0,83.0,28,2,1,0
324900.0,59800.0,59.0,76,3,1,0
166000.0,95260.0,95.0,64,2,1,0
225000.0,77184.0,77.0,92,5,1,0
259400.0,92140.0,92.0,35,2,1,0
367800.0,92120.0,92.0,48,2,1,0
88000.0,59280.0,59.0,41,2,1,0
151000.0,83140.0,83.0,41,2,1,0
282000.0,83110.0,83.0,48,2,1,0
106500.0,42100.0,42.0,86,4,1,0
32000.0,8300.0,8.0,23,1,1,0
159450.0,91410.0,91.0,19,1,1,0
205000.0,95500.0,95.0,74,3,1,0
1090000.0,75003.0,75.0,72,3,1,0
108880.0,40990.0,40.0,44,2,1,0
290000.0,77166.0,77.0,100,5,0,1
270000.0,77340.0,77.0,87,5,0,1
380000.0,54000.0,54.0,159,5,1,0
858750.0,75016.0,75.0,76,4,1,0
24000.0,54270.0,54.0,27,2,1,0
225000.0,94140.0,94.0,41,2,1,0
245000.0,92100.0,92.0,25,2,1,0
77000.0,4260.0,4.0,35,2,1,0
226710.0,78210.0,78.0,55,3,1,0
134000.0,95440.0,95.0,50,2,1,0
116000.0,91240.0,91.0,53,2,1,0
100000.0,1170.0,1.0,33,2,1,0
233400.0,59200.0,59.0,92,4,1,0
38000.0,28000.0,28.0,12,1,1,0
277000.0,78400.0,78.0,50,2,1,0
197000.0,33950.0,33.0,50,2,1,0
69000.0,39300.0,39.0,48,2,1,0
96450.0,44117.0,44.0,38,1,1,0
237000.0,75013.0,75.0,25,2,1,0
110000.0,13001.0,13.0,42,1,1,0
221200.0,69300.0,69.0,31,1,1,0
116500.0,34400.0,34.0,64,3,1,0
530000.0,75003.0,75.0,50,1,1,0
53700.0,22000.0,22.0,42,2,1,0
178500.0,95490.0,95.0,59,3,1,0
135000.0,13012.0,13.0,32,2,1,0
39500.0,22100.0,22.0,21,1,1,0
77220.0,59150.0,59.0,66,4,1,0
160000.0,54000.0,54.0,81,3,1,0
145000.0,17180.0,17.0,60,3,1,0
780000.0,6000.0,6.0,30,1,1,0
350000.0,6190.0,6.0,55,2,1,0
280000.0,83150.0,83.0,54,3,1,0
568000.0,92200.0,92.0,70,3,1,0
302850.0,78630.0,78.0,88,4,1,0
252000.0,91770.0,91.0,66,4,0,1
